SNO,Brand,Model,Variant,Product Description, Price
1,Apple,"MacBook 12"" 2016",Intel Core m3 1.1GHz 256GB,"Apple MacBook 12"" 2016 Intel Core m3 1.1GHz 256GB",$21 
2,Apple,"MacBook 12"" 2016",Intel Core m5 1.2GHz 512GB,"Apple MacBook 12"" 2016 Intel Core m5 1.2GHz 512GB",$21 
3,Apple,"MacBook 12"" 2016",Intel Core m7 1.3Ghz 256GB,"Apple MacBook 12"" 2016 Intel Core m7 1.3Ghz 256GB",$21 
4,Apple,"MacBook 12"" 2016",Intel Core m7 1.3Ghz 512GB,"Apple MacBook 12"" 2016 Intel Core m7 1.3Ghz 512GB",$21 
5,Apple,"MacBook 12"" 2017",Intel Core i5 1.3Ghz 512GB,"Apple MacBook 12"" 2017 Intel Core i5 1.3Ghz 512GB",$30 
6,Apple,"MacBook 12"" 2017",Intel Core i7 1.4GHz 256GB,"Apple MacBook 12"" 2017 Intel Core i7 1.4GHz 256GB",$30 
7,Apple,"MacBook 12"" 2017",Intel Core i7 1.4GHz 512GB,"Apple MacBook 12"" 2017 Intel Core i7 1.4GHz 512GB",$30 
8,Apple,"MacBook 12"" 2017",Intel Core m3 1.2GHz 256GB,"Apple MacBook 12"" 2017 Intel Core m3 1.2GHz 256GB",$30 
9,Apple,"MacBook Air 13"" 2017",Intel Core i5 1.8GHz 128GB,"Apple MacBook Air 13"" 2017 Intel Core i5 1.8GHz 128GB",$40 
10,Apple,"MacBook Air 13"" 2017",Intel Core i5 1.8GHz 256GB,"Apple MacBook Air 13"" 2017 Intel Core i5 1.8GHz 256GB",$40 
11,Apple,"MacBook Air 13"" 2017",Intel Core i5 1.8GHz 512GB,"Apple MacBook Air 13"" 2017 Intel Core i5 1.8GHz 512GB",$40 
12,Apple,"MacBook Air 13"" 2017",Intel Core i5 2.2GHz 128GB,"Apple MacBook Air 13"" 2017 Intel Core i5 2.2GHz 128GB",$40 
13,Apple,"MacBook Air 13"" 2017",Intel Core i5 2.2GHz 256GB,"Apple MacBook Air 13"" 2017 Intel Core i5 2.2GHz 256GB",$40 
14,Apple,"MacBook Air 13"" 2017",Intel Core i5 2.2GHz 512GB,"Apple MacBook Air 13"" 2017 Intel Core i5 2.2GHz 512GB",$40 
15,Apple,"MacBook Air 13"" 2018",Intel Core i5 1.6GHz 1.5TB,"Apple MacBook Air 13"" 2018 Intel Core i5 1.6GHz 1.5TB",$268 
16,Apple,"MacBook Air 13"" 2018",Intel Core i5 1.6GHz 128GB,"Apple MacBook Air 13"" 2018 Intel Core i5 1.6GHz 128GB",$207 
17,Apple,"MacBook Air 13"" 2018",Intel Core i5 1.6GHz 256GB,"Apple MacBook Air 13"" 2018 Intel Core i5 1.6GHz 256GB",$231 
18,Apple,"MacBook Air 13"" 2018",Intel Core i5 1.6GHz 512GB,"Apple MacBook Air 13"" 2018 Intel Core i5 1.6GHz 512GB",$244 
19,Apple,"MacBook Air 13"" 2019",Intel Core i5 1.6GHz 128GB,"Apple MacBook Air 13"" 2019 Intel Core i5 1.6GHz 128GB",$281 
20,Apple,"MacBook Air 13"" 2019",Intel Core i5 1.6GHz 1TB,"Apple MacBook Air 13"" 2019 Intel Core i5 1.6GHz 1TB",$343 
21,Apple,"MacBook Air 13"" 2019",Intel Core i5 1.6GHz 256GB,"Apple MacBook Air 13"" 2019 Intel Core i5 1.6GHz 256GB",$306 
22,Apple,"MacBook Air 13"" 2019",Intel Core i5 1.6GHz 512GB,"Apple MacBook Air 13"" 2019 Intel Core i5 1.6GHz 512GB",$318 
23,Apple,"MacBook Air 13"" 2020",Intel Core i3 1.1GHz 1TB,"Apple MacBook Air 13"" 2020 Intel Core i3 1.1GHz 1TB",$540 
24,Apple,"MacBook Air 13"" 2020",Intel Core i3 1.1GHz 256GB,"Apple MacBook Air 13"" 2020 Intel Core i3 1.1GHz 256GB",$404 
25,Apple,"MacBook Air 13"" 2020",Intel Core i3 1.1GHz 2TB,"Apple MacBook Air 13"" 2020 Intel Core i3 1.1GHz 2TB",$454 
26,Apple,"MacBook Air 13"" 2020",Intel Core i3 1.1GHz 512GB,"Apple MacBook Air 13"" 2020 Intel Core i3 1.1GHz 512GB",$417 
27,Apple,"MacBook Air 13"" 2020",Intel Core i5 1.1GHz 1TB,"Apple MacBook Air 13"" 2020 Intel Core i5 1.1GHz 1TB",$454 
28,Apple,"MacBook Air 13"" 2020",Intel Core i5 1.1GHz 256GB,"Apple MacBook Air 13"" 2020 Intel Core i5 1.1GHz 256GB",$429 
29,Apple,"MacBook Air 13"" 2020",Intel Core i5 1.1GHz 2TB,"Apple MacBook Air 13"" 2020 Intel Core i5 1.1GHz 2TB",$466 
30,Apple,"MacBook Air 13"" 2020",Intel Core i5 1.1GHz 512GB,"Apple MacBook Air 13"" 2020 Intel Core i5 1.1GHz 512GB",$441 
31,Apple,"MacBook Air 13"" 2020",Intel Core i7 1.2GHz 1TB,"Apple MacBook Air 13"" 2020 Intel Core i7 1.2GHz 1TB",$503 
32,Apple,"MacBook Air 13"" 2020",Intel Core i7 1.2GHz 256GB,"Apple MacBook Air 13"" 2020 Intel Core i7 1.2GHz 256GB",$466 
33,Apple,"MacBook Air 13"" 2020",Intel Core i7 1.2GHz 2TB,"Apple MacBook Air 13"" 2020 Intel Core i7 1.2GHz 2TB",$515 
34,Apple,"MacBook Air 13"" 2020",Intel Core i7 1.2GHz 512GB,"Apple MacBook Air 13"" 2020 Intel Core i7 1.2GHz 512GB",$478 
35,Apple,"MacBook Air 13"" 2020",M1 8 CPU / 7 GPU 1TB,"Apple MacBook Air 13"" 2020 Apple M1 8 CPU / 7 GPU 1TB",$536 
36,Apple,"MacBook Air 13"" 2020",M1 8 CPU / 7 GPU 256GB,"Apple MacBook Air 13"" 2020 Apple M1 8 CPU / 7 GPU 256GB",$528 
37,Apple,"MacBook Air 13"" 2020",M1 8 CPU / 7 GPU 2TB,"Apple MacBook Air 13"" 2020 Apple M1 8 CPU / 7 GPU 2TB",$577 
38,Apple,"MacBook Air 13"" 2020",M1 8 CPU / 7 GPU 512GB,"Apple MacBook Air 13"" 2020 Apple M1 8 CPU / 7 GPU 512GB",$540 
39,Apple,"MacBook Air 13"" 2020",M1 8 CPU / 8 GPU 1TB,"Apple MacBook Air 13"" 2020 Apple M1 8 CPU / 8 GPU 1TB",$565 
40,Apple,"MacBook Air 13"" 2020",M1 8 CPU / 8 GPU 2TB,"Apple MacBook Air 13"" 2020 Apple M1 8 CPU / 8 GPU 2TB",$528 
41,Apple,"MacBook Air 13"" 2020",M1 8 CPU / 8 GPU 512GB,"Apple MacBook Air 13"" 2020 Apple M1 8 CPU / 8 GPU 512GB",$577 
42,Apple,"MacBook Air 13"" 2022",M2 8 CPU / 10 GPU 1TB,"Apple MacBook Air 13"" 2022 Apple M2 8 CPU / 10 GPU 1TB",$908 
43,Apple,"MacBook Air 13"" 2022",M2 8 CPU / 10 GPU 2TB,"Apple MacBook Air 13"" 2022 Apple M2 8 CPU / 10 GPU 2TB",$952 
44,Apple,"MacBook Air 13"" 2022",M2 8 CPU / 10 GPU 512GB,"Apple MacBook Air 13"" 2022 Apple M2 8 CPU / 10 GPU 512GB",$886 
45,Apple,"MacBook Air 13"" 2022",M2 8 CPU / 8 GPU 1TB,"Apple MacBook Air 13"" 2022 Apple M2 8 CPU / 8 GPU 1TB",$853 
46,Apple,"MacBook Air 13"" 2022",M2 8 CPU / 8 GPU 256GB,"Apple MacBook Air 13"" 2022 Apple M2 8 CPU / 8 GPU 256GB",$809 
47,Apple,"MacBook Air 13"" 2022",M2 8 CPU / 8 GPU 2TB,"Apple MacBook Air 13"" 2022 Apple M2 8 CPU / 8 GPU 2TB",$896 
48,Apple,"MacBook Air 13"" 2022",M2 8 CPU / 8 GPU 512GB,"Apple MacBook Air 13"" 2022 Apple M2 8 CPU / 8 GPU 512GB",$831 
49,Apple,"MacBook Air 15"" 23",M2 8 CPU / 10 GPU 1TB,"Apple MacBook Air 15"" 2023 Apple M2 8 CPU / 10 GPU 1TB","$1,047 "
50,Apple,"MacBook Air 15"" 23",M2 8 CPU / 10 GPU 256GB,"Apple MacBook Air 15"" 2023 Apple M2 8 CPU / 10 GPU 256GB",$942 
51,Apple,"MacBook Air 15"" 23",M2 8 CPU / 10 GPU 2TB,"Apple MacBook Air 15"" 2023 Apple M2 8 CPU / 10 GPU 2TB","$1,075 "
52,Apple,"MacBook Air 15"" 23",M2 8 CPU / 10 GPU 512GB,"Apple MacBook Air 15"" 2023 Apple M2 8 CPU / 10 GPU 512GB",$990 
53,Apple,"MacBook Pro 13"" 2016",Intel Core i5 2.0GHz 1TB,"Apple MacBook Pro 13"" 2016 Intel Core i5 2.0GHz 1TB",$87 
54,Apple,"MacBook Pro 13"" 2016",Intel Core i5 2.0GHz 256GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 2.0GHz 256GB",$87 
55,Apple,"MacBook Pro 13"" 2016",Intel Core i5 2.0GHz 512GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 2.0GHz 512GB",$87 
56,Apple,"MacBook Pro 13"" 2016",Intel Core i5 2.9GHz 1TB,"Apple MacBook Pro 13"" 2016 Intel Core i5 2.9GHz 1TB",$87 
57,Apple,"MacBook Pro 13"" 2016",Intel Core i5 2.9GHz 256GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 2.9GHz 256GB",$87 
58,Apple,"MacBook Pro 13"" 2016",Intel Core i5 2.9GHz 512GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 2.9GHz 512GB",$87 
59,Apple,"MacBook Pro 13"" 2016",Intel Core i5 3.1GHz 1TB,"Apple MacBook Pro 13"" 2016 Intel Core i5 3.1GHz 1TB",$87 
60,Apple,"MacBook Pro 13"" 2016",Intel Core i5 3.1GHz 256GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 3.1GHz 256GB",$87 
61,Apple,"MacBook Pro 13"" 2016",Intel Core i5 3.1GHz 512GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 3.1GHz 512GB",$87 
62,Apple,"MacBook Pro 13"" 2016",Intel Core i5 3.3GHz 1TB,"Apple MacBook Pro 13"" 2016 Intel Core i5 3.3GHz 1TB",$87 
63,Apple,"MacBook Pro 13"" 2016",Intel Core i5 3.3GHz 256GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 3.3GHz 256GB",$87 
64,Apple,"MacBook Pro 13"" 2016",Intel Core i5 3.3GHz 512GB,"Apple MacBook Pro 13"" 2016 Intel Core i5 3.3GHz 512GB",$87 
65,Apple,"MacBook Pro 13"" 2016",Intel Core i7 2.4GHz 1TB,"Apple MacBook Pro 13"" 2016 Intel Core i7 2.4GHz 1TB",$101 
66,Apple,"MacBook Pro 13"" 2016",Intel Core i7 2.4GHz 256GB,"Apple MacBook Pro 13"" 2016 Intel Core i7 2.4GHz 256GB",$101 
67,Apple,"MacBook Pro 13"" 2016",Intel Core i7 2.4GHz 512GB,"Apple MacBook Pro 13"" 2016 Intel Core i7 2.4GHz 512GB",$101 
68,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.3GHz 128GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.3GHz 128GB",$219 
69,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.3GHz 1TB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.3GHz 1TB",$219 
70,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.3GHz 256GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.3GHz 256GB",$219 
71,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.3GHz 512GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.3GHz 512GB",$219 
72,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.5GHz 128GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.5GHz 128GB",$219 
73,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.5GHz 1TB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.5GHz 1TB",$219 
74,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.5GHz 256GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.5GHz 256GB",$219 
75,Apple,"MacBook Pro 13"" 2017",Intel Core i5 2.5GHz 512GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 2.5GHz 512GB",$219 
76,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.1GHz 128GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.1GHz 128GB",$219 
77,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.1GHz 1TB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.1GHz 1TB",$219 
78,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.1GHz 256GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.1GHz 256GB",$219 
79,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.1GHz 512GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.1GHz 512GB",$219 
80,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.3GHz 128GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.3GHz 128GB",$219 
81,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.3GHz 1TB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.3GHz 1TB",$219 
82,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.3GHz 256GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.3GHz 256GB",$219 
83,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.3GHz 512GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.3GHz 512GB",$219 
84,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.5GHz 1TB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.5GHz 1TB",$219 
85,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.5GHz 256GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.5GHz 256GB",$219 
86,Apple,"MacBook Pro 13"" 2017",Intel Core i5 3.5GHz 512GB,"Apple MacBook Pro 13"" 2017 Intel Core i5 3.5GHz 512GB",$219 
87,Apple,"MacBook Pro 13"" 2017",Intel Core i7 2.5GHz 128GB,"Apple MacBook Pro 13"" 2017 Intel Core i7 2.5GHz 128GB",$244 
88,Apple,"MacBook Pro 13"" 2017",Intel Core i7 2.5GHz 1TB,"Apple MacBook Pro 13"" 2017 Intel Core i7 2.5GHz 1TB",$244 
89,Apple,"MacBook Pro 13"" 2017",Intel Core i7 2.5GHz 256GB,"Apple MacBook Pro 13"" 2017 Intel Core i7 2.5GHz 256GB",$244 
90,Apple,"MacBook Pro 13"" 2017",Intel Core i7 2.5GHz 512GB,"Apple MacBook Pro 13"" 2017 Intel Core i7 2.5GHz 512GB",$244 
91,Apple,"MacBook Pro 13"" 2018",Intel Core i5 2.3GHz 1TB,"Apple MacBook Pro 13"" 2018 Intel Core i5 2.3GHz 1TB",$367 
92,Apple,"MacBook Pro 13"" 2018",Intel Core i5 2.3GHz 256GB,"Apple MacBook Pro 13"" 2018 Intel Core i5 2.3GHz 256GB",$330 
93,Apple,"MacBook Pro 13"" 2018",Intel Core i5 2.3GHz 2TB,"Apple MacBook Pro 13"" 2018 Intel Core i5 2.3GHz 2TB",$380 
94,Apple,"MacBook Pro 13"" 2018",Intel Core i5 2.3GHz 512GB,"Apple MacBook Pro 13"" 2018 Intel Core i5 2.3GHz 512GB",$343 
95,Apple,"MacBook Pro 13"" 2018",Intel Core i7 2.7GHz 1TB,"Apple MacBook Pro 13"" 2018 Intel Core i7 2.7GHz 1TB",$367 
96,Apple,"MacBook Pro 13"" 2018",Intel Core i7 2.7GHz 256GB,"Apple MacBook Pro 13"" 2018 Intel Core i7 2.7GHz 256GB",$330 
